timestamp,share_count,jitter_mean,jitter_std,label
2025-12-26T19:58:54.041669,1,0.6067990000592545,0.0,1
2025-12-26T19:58:57.042923,0,0.0,0.0,1
2025-12-26T19:59:00.044126,0,0.0,0.0,1
2025-12-26T19:59:03.044793,0,0.0,0.0,1
2025-12-26T19:59:06.046053,0,0.0,0.0,1
2025-12-26T19:59:09.046848,0,0.0,0.0,1
2025-12-26T19:59:12.047576,0,0.0,0.0,1
2025-12-26T19:59:15.048218,0,0.0,0.0,1
2025-12-26T19:59:18.049345,0,0.0,0.0,1
2025-12-26T19:59:21.049971,0,0.0,0.0,1
2025-12-26T19:59:24.051341,0,0.0,0.0,1
2025-12-26T19:59:27.052649,0,0.0,0.0,1
2025-12-26T19:59:30.053288,0,0.0,0.0,1
2025-12-26T19:59:33.054130,0,0.0,0.0,1
2025-12-26T19:59:36.055445,0,0.0,0.0,1
2025-12-26T19:59:39.056574,0,0.0,0.0,1
2025-12-26T19:59:42.057758,0,0.0,0.0,1
2025-12-26T19:59:45.058796,2,2.1576522500254214,0.06042354996316135,1
2025-12-26T19:59:48.059536,3,1.3754978999883558,0.7539373074860354,1
2025-12-26T19:59:51.060072,1,0.561233300017193,0.0,1
2025-12-26T19:59:54.061106,0,0.0,0.0,0
2025-12-26T19:59:57.061811,0,0.0,0.0,0
2025-12-26T20:00:00.062186,0,0.0,0.0,0
2025-12-26T20:00:03.062558,0,0.0,0.0,0
2025-12-26T20:00:06.063108,0,0.0,0.0,0
2025-12-26T20:00:09.064282,1,2.8997051999904215,0.0,0
2025-12-26T20:00:12.064643,1,0.10151509998831898,0.0,0
2025-12-26T20:00:15.065204,0,0.0,0.0,0
2025-12-26T20:00:18.065909,1,2.2590454999590293,0.0,0
2025-12-26T20:00:21.066750,2,0.7492458500200883,0.007504150038585067,0
2025-12-26T20:00:24.067269,0,0.0,0.0,0
2025-12-26T20:00:27.068558,0,0.0,0.0,0
2025-12-26T20:00:30.069010,0,0.0,0.0,0
2025-12-26T20:00:33.069646,0,0.0,0.0,0
2025-12-26T20:00:36.070891,0,0.0,0.0,0
2025-12-26T20:00:39.071741,0,0.0,0.0,0
2025-12-26T20:00:42.072459,1,0.7108839000575244,0.0,0
2025-12-26T20:00:45.073571,0,0.0,0.0,0
2025-12-26T20:00:48.074639,0,0.0,0.0,0
2025-12-26T20:00:51.075599,0,0.0,0.0,0
2025-12-26T20:00:54.076392,0,0.0,0.0,0
2025-12-26T20:00:57.077452,0,0.0,0.0,0
2025-12-26T20:01:00.077906,0,0.0,0.0,0
2025-12-26T20:01:03.078572,0,0.0,0.0,0
2025-12-26T20:01:06.079055,0,0.0,0.0,0
2025-12-26T20:01:09.079512,1,2.488089899998158,0.0,0
2025-12-26T20:01:12.080084,1,0.5124547000741586,0.0,0
2025-12-26T20:01:15.080448,0,0.0,0.0,0
2025-12-26T20:01:18.080935,0,0.0,0.0,0
2025-12-26T20:01:21.081494,0,0.0,0.0,0
2025-12-26T20:01:24.082360,0,0.0,0.0,0
2025-12-26T20:01:27.083654,0,0.0,0.0,0
2025-12-26T20:01:30.084081,0,0.0,0.0,0
2025-12-26T20:01:33.084587,0,0.0,0.0,0
2025-12-26T20:01:36.084964,0,0.0,0.0,0
2025-12-26T20:01:39.085449,1,1.7381332999793813,0.0,0
2025-12-26T20:01:42.085928,1,1.2624062000541016,0.0,0
2025-12-26T20:01:45.086510,0,0.0,0.0,0
2025-12-26T20:01:48.086916,0,0.0,0.0,0
2025-12-26T20:01:51.087657,0,0.0,0.0,0
2025-12-26T20:01:54.088301,0,0.0,0.0,0
2025-12-26T20:01:57.089496,0,0.0,0.0,0
2025-12-26T20:02:00.089829,0,0.0,0.0,0
2025-12-26T20:02:03.090697,0,0.0,0.0,0
2025-12-26T20:02:06.091713,0,0.0,0.0,0
2025-12-26T20:02:09.092497,0,0.0,0.0,0
2025-12-26T20:02:12.093394,0,0.0,0.0,0
2025-12-26T20:02:15.094250,0,0.0,0.0,0
2025-12-26T20:02:18.094927,0,0.0,0.0,0
2025-12-26T20:02:21.095912,0,0.0,0.0,0
2025-12-26T20:02:24.097198,0,0.0,0.0,0
2025-12-26T20:02:27.097995,0,0.0,0.0,0
2025-12-26T20:02:30.098386,0,0.0,0.0,0
2025-12-26T20:02:33.099048,0,0.0,0.0,0
2025-12-26T20:02:36.099796,0,0.0,0.0,0
2025-12-26T20:02:39.100412,0,0.0,0.0,0
2025-12-26T20:02:42.101215,0,0.0,0.0,0
2025-12-26T20:02:45.101709,0,0.0,0.0,0
2025-12-26T20:02:48.102036,0,0.0,0.0,0
2025-12-26T20:02:51.102563,0,0.0,0.0,0
2025-12-26T20:02:54.103071,0,0.0,0.0,0
2025-12-26T20:02:57.104439,0,0.0,0.0,0
2025-12-26T20:03:00.105011,0,0.0,0.0,0
2025-12-26T20:03:03.105561,0,0.0,0.0,0
2025-12-26T20:03:06.106118,0,0.0,0.0,0
2025-12-26T20:03:09.106688,0,0.0,0.0,0
2025-12-26T20:03:12.107128,0,0.0,0.0,0
2025-12-26T20:03:15.107573,1,1.2968516999389976,0.0,0
2025-12-26T20:03:18.108258,1,1.7036816000472754,0.0,0
2025-12-26T20:03:21.109162,1,1.6003508999710903,0.0,0
2025-12-26T20:03:24.109690,1,1.4005594999762252,0.0,0
2025-12-26T20:03:27.110368,0,0.0,0.0,0
2025-12-26T20:03:30.111096,0,0.0,0.0,0
2025-12-26T20:03:33.111896,0,0.0,0.0,0
2025-12-26T20:03:36.112345,0,0.0,0.0,0
2025-12-26T20:03:39.113374,0,0.0,0.0,0
2025-12-26T20:03:42.114646,0,0.0,0.0,0
2025-12-26T20:03:45.115148,0,0.0,0.0,0
2025-12-26T20:03:48.115690,0,0.0,0.0,0
2025-12-26T20:03:51.116261,0,0.0,0.0,0
2025-12-26T20:03:54.116784,0,0.0,0.0,0
2025-12-26T20:03:57.117744,0,0.0,0.0,0
2025-12-26T20:04:00.119070,0,0.0,0.0,0
2025-12-26T20:04:03.119523,1,2.446389800054021,0.0,0
2025-12-26T20:04:06.120200,2,1.2952104000141844,0.740850800066255,0
2025-12-26T20:04:09.120943,2,0.9903668999904767,0.025749700027517974,0
2025-12-26T20:04:12.121767,1,1.9844829000066966,0.0,0
2025-12-26T20:04:15.122240,0,0.0,0.0,0
2025-12-26T20:04:18.122746,0,0.0,0.0,0
2025-12-26T20:04:21.123416,0,0.0,0.0,0
2025-12-26T20:04:24.123851,0,0.0,0.0,0
2025-12-26T20:04:27.125025,0,0.0,0.0,0
2025-12-26T20:04:30.125497,1,0.6034604000160471,0.0,0
2025-12-26T20:04:33.126262,0,0.0,0.0,0
2025-12-26T20:04:36.126796,0,0.0,0.0,0
2025-12-26T20:04:39.127842,0,0.0,0.0,0
2025-12-26T20:04:42.128442,0,0.0,0.0,0
2025-12-26T20:04:45.129651,0,0.0,0.0,0
2025-12-26T20:04:48.130158,0,0.0,0.0,0
2025-12-26T20:04:51.131462,0,0.0,0.0,0
